title,journal,authors,year,url,doi,Print-ISSN,E-ISSN,Category,Subcategory,Subcategory,Subcategory
AI-ML-Powered IoT approach for designing a smart wheelchair for individuals with disabilities,AIP Conference Proceedings,"Kamalakumari, Archudha, Kiruthikaa, Saranya, Kaliappan, Pavithra, Manjunath",2024,http://dx.doi.org/10.1063/5.0225355,10.1063/5.0225355,,,,,,
Assistive Technology and Secure Communication for AI-Based E-Learning,Advances in Medical Technologies and Clinical Practice,"Benachour, Emran, Alshaflut",2023,http://dx.doi.org/10.4018/978-1-6684-8938-3.ch001,10.4018/978-1-6684-8938-3.ch001,,,,,,
Role of AI in Promoting European Accessibility Policy,Communications in Computer and Information Science,Chandramouli,2022,http://dx.doi.org/10.1007/978-3-031-19682-9_77,10.1007/978-3-031-19682-9_77,18650929,18650937,Physical Sciences,Computer Science,Mathematics,
An Overview of the Accessibility and Need of AI Animation Tools for Specially Abled Students,Advances in Educational Technologies and Instructional Design,"Parashar, Sharma, Parashar, Rana, Nayyar, Harish",2023,http://dx.doi.org/10.4018/979-8-3693-0378-8.ch001,10.4018/979-8-3693-0378-8.ch001,,,,,,
A SYSTEMATIC ANALYSIS OF AI-EMPOWERED EDUCATIONAL TOOLS DEVELOPED IN INDIA FOR DISABLED PEOPLE,Information Technologies and Learning Tools,"Shivani, Gupta, Gupta",0,http://dx.doi.org/10.33407/itlt.v100i2.5501,10.33407/itlt.v100i2.5501,,,,,,
Role of AI in Promoting European Accessibility Policy,Communications in Computer and Information Science,Chandramouli,2022,http://dx.doi.org/10.1007/978-3-031-19682-9_77,10.1007/978-3-031-19682-9_77,18650929,18650937,Physical Sciences,Computer Science,Mathematics,
Artificial Intelligence (AI) for Web Accessibility,Proceedings of the 15th International Web for All Conference,"Abou-Zahra, Brewer, Cooper",2018,http://dx.doi.org/10.1145/3192714.3192834,10.1145/3192714.3192834,,,,,,
Designing an Online Infrastructure for Collecting AI Data From People With Disabilities,"Proceedings of the 2021 ACM Conference on Fairness, Accountability, and Transparency","Park, Bragg, Kamar, Morris",2021,http://dx.doi.org/10.1145/3442188.3445870,10.1145/3442188.3445870,,,,,,
Will AI allow us to dispense with all or most accessibility regulations?,Extended Abstracts of the CHI Conference on Human Factors in Computing Systems,"Vanderheiden, Marte",2024,http://dx.doi.org/10.1145/3613905.3644059,10.1145/3613905.3644059,,,,,,
Information Accessibility for Visually Impaired Students,Pakistan Journal of Information Management and Libraries,"Ahmed, Naveed",0,http://dx.doi.org/10.47657/1793,10.47657/1793,,24097462,Social Sciences,Computer Science,,
AI and Learning Disabilities: Ethical and Social Considerations in Educational Technology,Educational Administration Theory and Practices,"Rai, Saluja, Pimplapure",0,http://dx.doi.org/10.53555/kuey.v29i4.5693,10.53555/kuey.v29i4.5693,,,,,,
AI-ML-Powered IoT approach for designing a smart wheelchair for individuals with disabilities,AIP Conference Proceedings,"Kamalakumari, Archudha, Kiruthikaa, Saranya, Kaliappan, Pavithra, Manjunath",2024,http://dx.doi.org/10.1063/5.0225355,10.1063/5.0225355,,,,,,
AI and the Global South,The Oxford Handbook of Ethics of AI,Arun,2020,http://dx.doi.org/10.1093/oxfordhb/9780190067397.013.38,10.1093/oxfordhb/9780190067397.013.38,,,,,,
Empowering minds: Exploring the Impact of AI in Facilitating Inclusive Education for Students with Intellectual Disabilities,"Journal of Arts, Literature, Humanities and Social Sciences",,2024,http://dx.doi.org/10.33193/jalhss.106.2024.1131,10.33193/jalhss.106.2024.1131,,,,,,
RETRACTED ARTICLE: Examining the Impact of Assistive Technology on the Talent Development Path in AI-Driven Vocational Education,Journal of Autism and Developmental Disorders,Liu,2024,http://dx.doi.org/10.1007/s10803-023-06072-w,10.1007/s10803-023-06072-w,01623257,15733432,Social Sciences,,,
Empowering Inclusive Education: Leveraging AI-ML and Innovative Tech Stacks to Support Students with Learning Disabilities in Higher Education,Applied Intelligence and Informatics,"Chopra, Patel, Rajput, Bansal",2024,http://dx.doi.org/10.1007/978-981-97-0914-4_15,10.1007/978-981-97-0914-4_15,,,,,,
Inclusion of Individuals with Disabilities,Leadership in Statistics and Data Science,Sampson,2021,http://dx.doi.org/10.1007/978-3-030-60060-0_17,10.1007/978-3-030-60060-0_17,,,,,,
Meeting Committee Members Needed,The Society of Wetland Scientists Bulletin,,2006,http://dx.doi.org/10.1672/0732-9393(2006)23[23:mcmn]2.0.co;2,10.1672/0732-9393(2006)23[23:mcmn]2.0.co;2,,,,,,
A participatory data-centric approach to AI Ethics by Design,Applied Artificial Intelligence,Gerdes,2022,http://dx.doi.org/10.1080/08839514.2021.2009222,10.1080/08839514.2021.2009222,08839514,10876545,Physical Sciences,Computer Science,,
Explainable AI for all - A roadmap for inclusive XAI for people with cognitive disabilities,Technology in Society,"Tielman, Suárez-Figueroa, Jönsson, Neerincx, Cavalcante Siebert",2024,http://dx.doi.org/10.1016/j.techsoc.2024.102685,10.1016/j.techsoc.2024.102685,0160791X,,Social Sciences,"Business, Management and Accounting",,
Communicating AI and Disability,The Palgrave Handbook of Disability and Communication,"Goggin, Prahl, Zhuang",2023,http://dx.doi.org/10.1007/978-3-031-14447-9_13,10.1007/978-3-031-14447-9_13,,,,,,
"Use of artificial intelligence as an instrument of evaluation after stroke: a scoping review based on international classification of functioning, disability and health concept",Topics in Stroke Rehabilitation,"Luvizutto, Silva, Nascimento, Sousa Santos, Appelt, de Moura Neto, de Souza, Wincker, Miranda, Hamamoto Filho, de Souza, Simões, de Oliveira Vidal, Bazan",2022,http://dx.doi.org/10.1080/10749357.2021.1926149,10.1080/10749357.2021.1926149,10749357,19455119,Health Sciences,,,
Applying the Stereotype Content Model to assess disability bias in popular pre-trained NLP models underlying AI-based assistive technologies,Ninth Workshop on Speech and Language Processing for Assistive Technologies (SLPAT-2022),"Herold, Waller, Kushalnagar",2022,http://dx.doi.org/10.18653/v1/2022.slpat-1.8,10.18653/v1/2022.slpat-1.8,,,,,,
Transforming Perceptions: Exploring the Multifaceted Potential of Generative AI for People with Cognitive Disabilities (Preprint),,"Hadar Souval, Haber, Tal, Simon, Elyoseph, Elyoseph",0,http://dx.doi.org/10.2196/preprints.64182,10.2196/preprints.64182,,,,,,
Not All AI are Equal: Exploring the Accessibility of AI-Mediated Communication Technology,Computers in Human Behavior,"Goldenthal, Park, Liu, Mieczkowski, Hancock",2021,http://dx.doi.org/10.1016/j.chb.2021.106975,10.1016/j.chb.2021.106975,07475632,,Social Sciences,Arts and Humanities,Computer Science,
"Inclusion, Equity and Access for Individuals with Disabilities",,,2019,http://dx.doi.org/10.1007/978-981-13-5962-0,10.1007/978-981-13-5962-0,,,,,,
Nonintrusive Accessibility in inclusive higher education,Proceedings of the 7th International Conference on Software Development and Technologies for Enhancing Accessibility and Fighting Info-exclusion,"Restrepo, García",2016,http://dx.doi.org/10.1145/3019943.3019961,10.1145/3019943.3019961,,,,,,
Empowering Inclusion: AI-Powered Chatbots for Accessible Telecom Services,Journal of Artificial Intelligence General science (JAIGS) ISSN:3006-4023,Singhb,0,http://dx.doi.org/10.60087/jaigs.v5i1.184,10.60087/jaigs.v5i1.184,,,,,,
Living Intimately with Machines,Interactions,Forlano,2023,http://dx.doi.org/10.1145/3572808,10.1145/3572808,10725520,,Physical Sciences,Computer Science,,
Fairness of AI for people with disabilities,ACM SIGACCESS Accessibility and Computing,White,2020,http://dx.doi.org/10.1145/3386296.3386299,10.1145/3386296.3386299,,,,,,
"Disability, fairness, and algorithmic bias in AI recruitment",Ethics and Information Technology,Tilmes,2022,http://dx.doi.org/10.1007/s10676-022-09633-2,10.1007/s10676-022-09633-2,13881957,,Social Sciences,Computer Science,,
Using NLP Techniques For Enhancing Augmentative And Alternative Communication Applications,International Journal of Scientific and Research Publications (IJSRP),Srivastava,0,http://dx.doi.org/10.29322/ijsrp.11.02.2021.p11027,10.29322/ijsrp.11.02.2021.p11027,,,,,,
AI-Powered Service Robotics for Independent Shopping Experiences by Elderly and Disabled People,Applied Sciences,"Ghazal, Yaghi, Gad, El Bary, Alhalabi, Alkhedher, El-Baz",0,http://dx.doi.org/10.3390/app11199007,10.3390/app11199007,14545101,14545101,Physical Sciences,Mathematics,,
AI-Driven Inclusion: Exploring Automatic Text Simplification and Complexity Evaluation for Enhanced Educational Accessibility,Communications in Computer and Information Science,"Schicchi, Taibi",2024,http://dx.doi.org/10.1007/978-3-031-67351-1_24,10.1007/978-3-031-67351-1_24,18650929,18650937,Physical Sciences,Computer Science,Mathematics,
Using Supervised Learning for Breast Cancer Detection using AI&amp;ML,"2023 5th International Conference on Advances in Computing, Communication Control and Networking (ICAC3N)","Singh, Nagill, Saini",2023,http://dx.doi.org/10.1109/icac3n60023.2023.10541492,10.1109/icac3n60023.2023.10541492,,,,,,
Enhancing Digital Content Accessibility for the Hearing Impaired through AI-Driven Visual Representations,2024 10th International Conference on Artificial Intelligence and Robotics (QICAR),"Hatami, Chegini",2024,http://dx.doi.org/10.1109/qicar61538.2024.10496621,10.1109/qicar61538.2024.10496621,,,,,,
From Disparity to Fairness: Analyzing Challenges and Solutions in AI Systems for Disabled Individuals,2023 IEEE International Conference on Computer Vision and Machine Intelligence (CVMI),"Chand, Ajay, Kulkarni",2023,http://dx.doi.org/10.1109/cvmi59935.2023.10465050,10.1109/cvmi59935.2023.10465050,,,,,,
Enhancing Retail Theft Prevention with Generative AI Technologies,International Journal of Science and Research (IJSR),"Kathiriya, Sinha, Shende",2023,http://dx.doi.org/10.21275/sr24304172353,10.21275/sr24304172353,,,,,,
A SYSTEMATIC ANALYSIS OF AI-EMPOWERED EDUCATIONAL TOOLS DEVELOPED IN INDIA FOR DISABLED PEOPLE,Information Technologies and Learning Tools,"Shivani, Gupta, Gupta",0,http://dx.doi.org/10.33407/itlt.v100i2.5501,10.33407/itlt.v100i2.5501,,,,,,
Understanding Intellectual Disability and Genetics with AI Perspective: A Text Mining Approach,2023 IEEE International Conference on Machine Learning and Applied Network Technologies (ICMLANT),"Islam, Wahid, Kumar",2023,http://dx.doi.org/10.1109/icmlant59547.2023.10372970,10.1109/icmlant59547.2023.10372970,,,,,,
AI and Learning Disabilities: Ethical and Social Considerations in Educational Technology,Educational Administration Theory and Practices,"Rai, Saluja, Pimplapure",0,http://dx.doi.org/10.53555/kuey.v30i5.5132,10.53555/kuey.v30i5.5132,,,,,,
AI and Learning Disabilities: Ethical and Social Considerations in Educational Technology,Educational Administration Theory and Practices,"Rai, Saluja, Pimplapure",0,http://dx.doi.org/10.53555/kuey.v29i4.5693,10.53555/kuey.v29i4.5693,,,,,,
Reshaping the Future of Learning Disabilities in Higher Education with AI,Applied Intelligence and Informatics,"Patibandla, Rao, Rao, Ramakrishna Murthy",2024,http://dx.doi.org/10.1007/978-981-97-0914-4_2,10.1007/978-981-97-0914-4_2,,,,,,
AI Improving the Lives of Physically Disabled,Advances in Intelligent Systems and Computing,"Madaan, Gupta",2021,http://dx.doi.org/10.1007/978-3-030-73689-7_11,10.1007/978-3-030-73689-7_11,21945357,21945365,Physical Sciences,Computer Science,Engineering,
An approach to the use of stereo vision system and AI for the accessibility of the visually impaired,"2024 International Conference on Control, Automation and Diagnosis (ICCAD)","Da Silva, Soares, Gomes, Sicchar",2024,http://dx.doi.org/10.1109/iccad60883.2024.10553945,10.1109/iccad60883.2024.10553945,,,,,,
AI-Powered Real-time Accessibility Enhancement: A Solution for Web Content Accessibility Issues,Jurnal Online Informatika,Dash,0,http://dx.doi.org/10.15575/join.v9i1.1310,10.15575/join.v9i1.1310,,,,,,
Considerations for AI fairness for people with disabilities,AI Matters,"Trewin, Basson, Muller, Branham, Treviranus, Gruen, Hebert, Lyckowski, Manser",2019,http://dx.doi.org/10.1145/3362077.3362086,10.1145/3362077.3362086,,,,,,
"Evolving intersections: AI, disability, and academic integrity in higher education",New Directions for Teaching and Learning,"Jafry, Vorstermans",0,http://dx.doi.org/10.1002/tl.20629,10.1002/tl.20629,02710633,,Social Sciences,,,
AIDE—AI and IoT-Enabled Home Automation for Disabled and Elderly,Advances in Intelligent Systems and Computing,"Sahu, Kshirsagar, Sachdev, Singh, Tiwari",2021,http://dx.doi.org/10.1007/978-981-15-9927-9_23,10.1007/978-981-15-9927-9_23,21945357,21945365,Physical Sciences,Computer Science,Engineering,
New possibilities or problems for disability and inclusion? The case of AI and ADMs across work,Telematics and Informatics,"Zhuang, Goggin",2024,http://dx.doi.org/10.1016/j.tele.2024.102156,10.1016/j.tele.2024.102156,07365853,,Physical Sciences,Computer Science,Engineering,
At the Limits of Feasibility: AI-Based Research for and with People with Profound Intellectual and Multiple Disabilities,Journal of Mental Health Research in Intellectual Disabilities,"Zentel, Hammann, Engelhardt, Kupitz",2024,http://dx.doi.org/10.1080/19315864.2024.2333240,10.1080/19315864.2024.2333240,19315864,19315872,Health Sciences,,,
Helping People with A Learning Disability Explore Relationships,British Journal of Learning Disabilities,Thompson,2002,http://dx.doi.org/10.1046/j.1468-3156.2002.00055.x,10.1046/j.1468-3156.2002.00055.x,13544187,14683156,Health Sciences,,,
Towards Crowd-Scale Deliberation,SSRN Electronic Journal,Klein,0,http://dx.doi.org/10.2139/ssrn.2987624,10.2139/ssrn.2987624,,,,,,
Harnessing AI to Generate Indian Sign Language from Natural Speech and Text for Digital Inclusion and Accessibility,International Journal of Advanced Computer Science and Applications,"Yadav, Sharma, Khanna, Chawla, Jain, Noor",0,http://dx.doi.org/10.14569/ijacsa.2024.01504114,10.14569/ijacsa.2024.01504114,2158107X,21565570,Physical Sciences,Computer Science,,
Using Artificial Intelligence (AI) to Improve  EFL Students’ Writing Skill,International Journal of English and Applied Linguistics (IJEAL),"Losi, Putra, Ali, Dewi",0,http://dx.doi.org/10.47709/ijeal.v4i1.3694,10.47709/ijeal.v4i1.3694,,,,,,
Improving health outcomes for people with learning disabilities,Nursing Standard,"Thomas, Atkinson",2011,http://dx.doi.org/10.7748/ns2011.10.26.6.33.c8757,10.7748/ns2011.10.26.6.33.c8757,,,,,,
Web Accessibility and Web Developer Attitudes Towards Accessibility in Mozambique,Lecture Notes in Computer Science,"Gupta, Gjøsæter, Giannoumis",2021,http://dx.doi.org/10.1007/978-3-030-78092-0_14,10.1007/978-3-030-78092-0_14,,,,,,
AI and accessibility,Communications of the ACM,Morris,2020,http://dx.doi.org/10.1145/3356727,10.1145/3356727,00010782,15577317,Physical Sciences,Computer Science,,
Augmentative and Alternative Interaction Service with AI Speakers to Access Home IoT Devices and Internet Services for People with Multiple Disabilities,Lecture Notes in Computer Science,"Ryu, Hong, Chae, Yeon",2022,http://dx.doi.org/10.1007/978-3-031-08648-9_58,10.1007/978-3-031-08648-9_58,,,,,,
Creative Thinking in Early Childhood,Young Children's Creative Thinking,Robson,2012,http://dx.doi.org/10.4135/9781446250891.n3,10.4135/9781446250891.n3,,,,,,
"Justice, Fairness and Adequacy in AI",Sep/Oct 2022,,2022,http://dx.doi.org/10.1287/lytx.2022.05.05,10.1287/lytx.2022.05.05,,,,,,
AI-based tools in selection: Considering the impact on applicants with disabilities,Organizational Dynamics,"Fisher, Bonaccio, Connelly",2024,http://dx.doi.org/10.1016/j.orgdyn.2024.101036,10.1016/j.orgdyn.2024.101036,00902616,,Social Sciences,"Business, Management and Accounting",,
"Enhancing Accessibility to Analytics Courses in Higher Education through AI, Simulation, and e-Collaborative Tools",Information,"Osorio, Fuster, Chen, Men, Juan",0,http://dx.doi.org/10.3390/info15080430,10.3390/info15080430,13434500,13448994,Physical Sciences,Computer Science,,
Barriers to AI Adoption in Healthcare,AI Doctor,,2024,http://dx.doi.org/10.1002/9781394240197.ch3,10.1002/9781394240197.ch3,,,,,,
Tangible and Intangible Impact of AI Usage: AI for Information Accessibility,The International Review of Information Ethics,"Prabhakar Rao, Siva Prasad",0,http://dx.doi.org/10.29173/irie423,10.29173/irie423,,,,,,
Using AI to Generate Accessibility Descriptions for Maps,Abstracts of the ICA,"Robinson, Griffin",0,http://dx.doi.org/10.5194/ica-abs-7-139-2024,10.5194/ica-abs-7-139-2024,,,,,,
WebSight: An AI-based Approach to Enhance Web Accessibility for the Visually Impaired,2024 International Conference on Science Technology Engineering and Management (ICSTEM),"M S, Joy, J",2024,http://dx.doi.org/10.1109/icstem61137.2024.10561228,10.1109/icstem61137.2024.10561228,,,,,,
